wilson,我也讨厌越南.	4
cuma polisi berpangkat cukup tinggi bro	4
Yg indo wajib ganti nama dan bendera, kalau tdk besok akan lakukan sortir member	4
Chắc nó muốn tránh mình, thịt no1 trước vì bên đó đất thơm quá, mấy ông vna ăn chậm quá thèm ghê	4
Ông đó nước ngoài á	4
Don\'t let SOA occupy that casino	4
Я не націскаў, а чаму ён напаў? Я проста прашу тлумачэнняў	4
Order đòi nhà này đi,kẻo GNE lén lấy cầu và tấn công anh em	4
dan negara tolol kalau sampai mereka melarang barang import dari indonesia bro	4
you would have more luck meet in Australia	4
BBC, they put sanctions on you to limit your power.	4
ingin mengambil gedung DPR	4
Hảy là nhửng người đàn ông xem nào!	4
Ko phải là họ bảo vệ mà là họ đang chiếm đất vs cầu mà	4
trump 2024	4
Nếu quốc hội mở mà nó xây hơn 8 tiếng mới đến là ngon	4
以前中国有皇上，现在中国没有皇上了。	4
hao binh mà ăn k hết. nhà bay mất	4
second one its good agains rioters	4
no but can understand why they didn\'t want us there	4
Irão ouvir o que não gostariam	4
Your words clearly reveal the defamation of GST	4
we don\'t need leadership...... we have a boss this is mafia	4
polisi korup konoha the best bro wkwkkwwk	4
its sad to see nurses and doctors and others in health care having to use food banks to help them get by	4
as we all known，vietnam is poor	4
waktunya pulang sane kita kembalikan siaran dunia kepada BOMB	4
Oke... i m so sorry,,, and i dont judge other country... i respect to ur country.. sorry	4
Are you Biden?😥	4
still you can\'t defeat our country in moba	4
he gonna stay in front of capital building for 7 hours 😥	4
國旗是不是能亂選的	4
Since I came here, I gave them a chance for peace, but they refused. Then I gave them another chance, and they refused	4
BANYAK korupsi dan lain lain wkkwkwkw	4
Thế cho qân chính đi luôn	4
Vào quốc hội check liên minh từng sv là ra bác	4
Xem bọn bsm trung lập thì thôi	4
dont make problem.. people make opinion if you are from GST	4
Now people all over the people calling americans as \'gender confused peeps\'!	4
china watches from space learning our tactics and strength we are all fcked	4
knapa jadi manager.. biar kan saya jd rakyat	4
They also seem to distatste of NO1 and he will try not to encroach further in our teritory	4
Quan trọng là ai thắng ai thua. Và Soa đã thua trong việc giữ nhà an toàn và sòng bài	4
dan penyumbang pajak terbanyak di indonesia itu seorang perokok bro	4
I like barrack obama 😑	4
putin far away	4
Biden là ngườu trung mà hamster :))	4
police are nazi?	4
the bank England has said Scotland wont share the pound	4
we will see what will happen to gst	4
Maybe Vladimir Putin is not our best choice, but at least he is better than Yeltsin	4
semua capo di bedakan,gereja kamu luar bisa menampung banyaknya pasukan otomatis reli pasukan saya keluar	4
an unacceptable loss for the UK	4
越南人是走狗。	4
Hopefully showing a bit of force will give us some brownie points with others	4
they attack capitol what is occupied	4
kapan gedung kapital di serang ?	4
gst and stm fighting for the capital building	4
GNE, please take the capital	4
You should not attack DMG\'s Capitol building, it violates our treaty	4
Oil but biden shut most down	4
共产党很好，为什么要骂他们？	4
No Vietnam is relatively rich	4
Aku rasa jawaban untuk Ganjigank Q1 adalah A: Santa Perawan Maria	4
i would hope VIE would ask us to move if they have plans for what we hold	4
Sao lại sang bên no1 cà khịa nó rồi	4
cause some people know he would end up starting a war	4
pinto talked to mav. told him he would have to go through him and hoh to get to me. that i protected hoh when they came to s3 to start with.	4
So, Orange Chicken, is that from China, or fake Chinese food made in America?	4
#save the children	4
Quốc hội 8 tiếng mới khoá nên chắc bào nó lâu dài	4
那傢伙是小粉紅	4
justru itu, hanya untuk menggertak	4
karena ini game perang 😑	4
Kệ bọn nó thôi	4
depends if they can get deposed or not..hoping 2nd and 3rd can get to gether and go at 420..but with 420 giving city hall to hoh don\'t see that happen	4
men always threatened by women in power..that was the problem with 420..with the two of us	4
Sao k đánh căn cứ to đi nam thiến	4
Why did BBC only have 150k troops?	4
rioters?	4
careful that is sensitive issue in China...	4
Every time we destroy it! They say, \"Oh that\'s not India! This is India!\" It\'s been going on since Alexander the Great.	4
If you exceed hospital capacity, you\'ll die. It just won\'t show up on the report	4
Quốc hội lại ra chơi chứ	4
can see Iran and the taliban join Russia too	4
i dont think its favour of gst or stm war outside ke	4
karena ada perang kepulauan guys	4
STM VINJUN must back to capitol area	4
The Capitol is protecting itself without protection	4
xem nó có rút đạo chính về k	4
Nước nghèo bọn mày bị bộ máy lãnh đạo thối nát hết rồi đó	4
This will be a game of the haves and have nots. Need some goverment hand out here lol	4
Vn thống trị rồi :))	4
You reminded me of Hitler when he took a picture of him next to the Eiffel Tower lol	4
saya ingin melihat berita nya vie akan teriak di publik	4
i swear im going to end up german lol	4
Ban San thật sự không đoàn kết hơn bang GNe	4
Because Order help them,Order have the bodyguard	4
Polit k vào luôn	4
yup, and north Korea too. can see south Korea join the west with UK and others	4
dia akan digantikan presiden lainnya, pada tahun 2024, 14 februari besok akan ada pemilihan presiden baru bro	4
😙😥😙😥 I think he may be! He is an embarrassment to our country	4
if he follows then there be a big general election in the UK. full labour government or coalition government - labour and Liberal Democrats	4
Bjo  đi thu thuế quán bar karaoke	4
Có đồng minh nên nay mạnh miệng zậy?😎	4
Đấy nước tôi không phân biết da màu , nhưng những đất nước giàu có sẽ phân biệt da màu và vùng miền	4
Change my mind. Then its australians and then its british and americans.	4
The news says the Labour party has called its biggest strike in 40 years. Does that affect you?	4
NZL is more powerful	4
trump is hete?	4
oh ya kenapa bendera mu merah putih	4
i believe GST very soon downfall	4
I am not racist but I do not like Indian PM	4
I would think so despite so deal because we are taken there territory and casinos at free will they not going down that easy without a plan	4
Đánh cấp bạo loạn cao nó rớt nhiều	4
Karena aliansi sepi belum bisa memastikan apakah aliansi ini indo atau bukan	4
GST is rampant	4
他们暂时无法接近那座桥，因为我们有安全屋在阻拦他们	4
tidak mungkin di kotaku mwninggalkan 2 capo	4
So... now join to Rússia? UK use drug\'s? haha	4
Ra đó nguy hiểm bọn nó đông lắm	4
its time to take capital back	4
Bác la hầu để lính ở nhà	4
serangan pemberontak gk bisa d bantu	4
di indonesia, pemakai narkoba disebut NARKOBOY, kalau ketahuan polisi pakai narkoba, kita bisa jadi DUTA ANTI NARKOBA DI INDONESIA GUYS	4
Rall đê ngon vãi	4
Yeah, let them test their own medicine	4
Tướng chính bác * cao là ổn	4
India definitely would join Russia cause of cheaper gas deals	4
his reasoning is that America created Covid 😥😥	4
i hate china	4
and she dont even make spain her home	4
cho tôi xin tọa độ có thể tập kết biểu tình trong 5 phút.. tôi muốn tham gia với các bạn.	4
SDA itu sumber daya, pil uang dan alkohol menjadi satu😑	4
Their party brain washed them. They can only believe all the shit ccp tood them to believe	4
i believe if Putin continues, WW3 will happen	4
police rally đi	4
Nó do thám	4
or we all ca  vote	4
our allies are mft and WwB do not hit any members	4
Tôi nghĩ câu trả lời cho Trump Q 1 là A:200	4
Kệ mẹ nó đi	4
I support russia hail joseph stalin and putin	4
Ai viet nam	4
越南，中华人民共和国万岁。	4
ở nhà phòng máy. ae nghiên cứu phát triên hay chiến tranh vậy?	4
你完了。你辱華了！	4
Send em back to where they came from 😔	4
Itu putra ketuanya masuk, blg dia mau jabatan	4
Rebeldes e Desordeiros são diferentes?	4
2 nhà đó về kinh tế nó chả giúp gì cho GNE,nhưng chiến tranh thì rất hữu ích,nó đe dọa chúng ta.Nó giống như 1 thằng vác con dao đứng trước nhà mình	4
I believe it was putin… and then i posted it in global	4
kgb nukes like bidens sperm ie dust	4
The occupation can bring us an immediate boost after	4
Whitw woman in general, no. Not talking about actual white girls	4
để bọn No.1 ăn cầu này nó vào phá tỉnh dưới của mình	4
You do realize that they are going to make it a huge deal to taking there properties	4
iran	4
So VIE wants to start a war already?	4
cứ gần quốc hội bọn nó lại thêm thằng mạnh	4
Giảm xuống thì huỷ hợp quân :))	4
Anyone know why bbc let 250k troops on the bridge ?	4
hmm UN isnt a country is it?	4
tapi indonesia kalah terus sama philipina bro wkskkkwwk	4
Long live Taiwan	4
Quốc hội chiếm liên tục 8h :)))	4
its government fault as well because cant do shit to your own kids as you will get done for that	4
Semua karna koster ama anggota pks.. persetan	4
biarkan mereka ribut d luar sanah,yang penting kita tenang	4
yeah idk enough about china to know what to do there. i just think its sad chineze people dont know about tank man	4
I would be all for helping GNE take a turn at the capital building. Interesting how you see someone that would help you	4
I mean politically	4
they want to but have nobody big enough to help us fight if they do	4
jakarta siap-siap terkena dampak mas	4
Perang Pulau Sekarang Persaingannya Sangat ketat teman	4
oops sorry your scientist only know to create new problems like 100 of variants of virus	4
Bỏ căn cứ này	4
Looks like the BBC is like Pablo Escobar burning his money to keep you warm lol	4
exactly they are protecting them	4
Before I came here, where was your strength? Girl take the capital and you guys just babble lol	4
Của bọn nó đứng yên ý	4
ooooo this is a revolution	4
abortion is up to the individual.states now.  the supreme court changed the policy that said abortion was allowed in all states	4
So we don\'t enter the capitol to defend?	4
nhà thờ dùng để join lính đồng minh dắt đi bem. a dắt thì nâng còn join thì k cần	4
my counrty are now voting on assisted suicide	4
brasil is loser	4
Giờ mình lo chỗ nhà quốc hội trước bác ạ	4
VIE really needs to put leashes on their muts, becuase if they so this may very well continue	4
Cho chừa tội láo	4
apakah kita akan berperang??	4
一起共同富裕	4
那你來臺灣為什麼要用中國護照？為什麼要走國際路線？	4
looks like MA will resign	4
BIARKAN MEREKA HIDUP DAN BERKEMBANG BIAK😥😥😥😥	4
Nếu đó là cuộc chiến tranh chấp tài nguyên tôi sẽ không ý kiến	4
hongkong sudah bersatu dengan china bro	4
sudah jangan barbar dengan gst wkkwkwk	4
cuman sumberdaya doang kan ng lebih dari kasino😑	4
I cannot blame you for saying that. 40 years ago, we had a good nation, but now I don’t know if we can recover, and ever be the same again	4
Yes, it is so disgusting that they are doing this! Only the state of Florida and Texas is stopping this from happening	4
I need to get me a postion in the Capital. I should be speaker	4
You are slandering our country	4
😥nếu không có lãnh thổ thì liên minh chết	4
trump ơi	4
IDN ama IND mending merger aja udah,. wilayahnya g jalan gitu	4
Temos 1 Rsd	4
Scotland is dinosaur country prehistoric	4
dan bisa pikirkan, kerugian kita, karena gst menyerang tempat persembunyian kita bro	4
and the government definitley would have censored it.	4
bahagian gelar kongres	4
我自由	4
你觉得台湾省那么好那你怎么还去了美国	4
H nát lắm r toàn bọn dân tộc	4
the mercenary attack on the Capitol report is too dramatic	4
À xây thêm lãnh thổ đi	4
😱😱 I want biden to invade Canada and take their oil, 😙😙😙😙	4
Chủ yếu là bọn nó ăn xong nhà quốc hội 1 thời gian	4
GST is coming fast n hard	4
Không dỡ sảnh	4
my bet is 420 make up city hall rules that suits them same as allways	4
phát động 1 tiếg.... ai mà đi	4
berikan CHEEK pemburuhan yang besar	4
台湾本来就是属于中国	4
GST getting worse	4
trump apakah anda membenci saya juga seperti gosh , cleo , vengence , mjr ?	4
共产党万岁,越南人在讲废话.	4
Não podemos ser atacados Trikkst3r?	4
让我们拿回我们的桥	4
nó sẽ sớm phát triển ngang bằng các nước khác . nước của bạn có phải chống mỹ ,pháp,nhật bản ,anh quốc ?	4
không ai tổ chức. chiến tranh kakak	4
Bao xong nhà quốc hội rồi đánh từ đó ra	4
I don\'t know. If Congress keeps going, then we still have a lot of time to discuss this issue.	4
I thought Hong Kong is China	4
is there gonna be a civil war...	4
Vậy Order hãy thảo luận,phải thu hồi 2 nhà đó,vốn dĩ 2 nhà đó không có ích gì cho GNE ngoài việc chiếm cầu của chúng ta	4
Oan oan tương báo đến bao giờ mới dứt. Bần tăng khuyên các thí chủ nên phóng hạ đầu đao,lập địa thành phật. cùng nhau chăn nuôi nông trại vui vẻ	4
Uk cứ liên quan thì làm mấy cái 1 lúc	4
在这联盟的人都是中国人吗？	4
I grew up in China since I was young. I have no impression of Singapore🙑	4
Sẽ bất lợi nếu SAN xây dựng căn cứ gần chúng ta	4
rebut semua kasino dulu	4
I see China definitely join russia, same type of person...	4
看誰先被喝茶	4
These are not my words, these are the words of \"Thunder\". Your leader is the one who is dragging you into war	4
Tụi nó chỉ chăm ăn mỏ thôi	4
Hamster doesn\'t like to hear anything about Xi Jinping 😄😥	4
Just done with it my older children dont want me to . Its just a money pit . I believe the global events are controlled by tye GMs	4
pho is also military heavy	4
China là con dog	4
VN sáng dậy thấy bị mod pk cháy nhà	4
Ni gue mau ngratain kota Chrismolisanti	4
apakah ada rencana untuk meruntuhkan no.1 sedikit demi sedikit?	4
việt nam về 1 G đeee	4
jika ketua AMLIA dan SUPERMAFIA bersatu melakukan serangan balik mungkin bangunan ini akan jadi tanah	4
quốc hội k lại bọn nó đâu	4
not if gst going to zero them lol	4
they going to end up causing war between them and hoh. mark my words.	4
Cầm sổ đỏ đi đánh luôn	4
Các bạn muốn chiến tranh, chúng tôi chiều theo ý các bạn luôn	4
attack GST ?	4
at least i didnt say something like Meghan traitor all about thst bass	4
h up công nghệ lãnh thổ thôi	4
menurut mu mengganti Asuka atau terus mengembangkannya?	4
Bọn nó ở gần nhà quốc hội để thủ nhà	4
No, mercenaries in Congress are horrible.	4
Kau muslim kah?	4
Why don’t you ask your boss? He demanded to hand over iambatman	4
Yes!! …thanks to Prigozhin brother.. we should work like this only!!	4
kalau kekuatan tempur mengurang, itu tidak berpengaruh dengan pasukanku kan_?	4
kami tidak seperti anda menyerang di lahan tani	4
They have 88 terf comtrol maybe a peace tready with TNM	4
awas sane cleo sedang marah	4
Hes unfit to be one	4
Yes but some people here obviously cannot learn, and get confused with gender, ender, drugs, and loyalty to our country. Which some are rioting in the😳🙈🙉	4
Mấy boss việt nhiều thế	4
sắp quốc hội r	4
Uhh im not into poloticts	4
Đầng nào cũng phải húp hết mấy quận mấy tỉnh kia :)))	4
Còn mỗi nhà quốc hội là xong rồi	4
Nó cố tình xây chạm sòng mình để cướp mới láo	4
hong lẽ bỏ tr	4
Thông cầu rồi có nên dọn mẹ luôn bọn nó đi không	4
Quốc hội mình xây dày lên là ok	4
Mấy ổng tư duy bảo thủ quá	4
Vì Tổ Quốc Xã Hội Chủ Nghĩa	4
All this happened because of your leader	4
ooh ayo mendekat	4
kamu agama apa bro	4
mai hắn định chiếm lại cầu chắc	4
when are gst gonna learn ...ke time only	4
but then they get to argue on who leads the new merged alliance..then their not happy split away and start all over again lol	4
nên đâu xuất quân nổi	4
I’ll start a rally	4
War may not be an option, but places like Crimea were part of Russia before the Soviet era, just as independence for Scotland and Wales would be an un	4
ya saya juga gak mau kehilangan kasino-kasino itu	4
maklum mang krek rlis di indo mah	4
các em đang có ý định muốn tạo phản chứ gì	4
I agree, but win is the only stm leader who wants to discuss it.	4
FREEDOM	4
GST is increasingly encroaching and occupying our territory, when they realized that our forces are weakening	4
and as for state mayor, lost all respect for him	4
to much internet and liberty thats what i call it	4
Deveríamos tomar do gst que são inimigos mas aí iria ser uma guerra sem fim kk	4
T tưởng qua ngày nó rs lại	4
we never want war gst always provoke for war like its doing now	4
Also, what do yall think about some type of agreement with XIT?	4
politics on a game usually goes bad.	4
Việt nam chỉ đánh du kick😀	4
GST is the right way	4
I said it to daddy whos trying to make a mega tribe with the chinese on this game.	4
Because they occupied the Capitol	4
cunny how so many ppl want in to uk usa but we all want out lol	4
and they use martial law	4
RRR cannot win against the GST	4
no. just an uneasy ceasefire	4
mungkin mereka sedang mencari modal sehingga menangkap ayam ayam itu😑	4
blame trump bro	4
i dont want promotion anyway to much politics	4
Thế chiếm đc quốc hội thì bác hey sẽ đặt mọi quyền cho mỗi ng ah	4
Seb spoke out loads about climate change and the stuff they use for F1 cars, and getting energy from different sources	4
Ái czwn cứ lm xây để làm j thế các bác	4
We in our country do not have nature	4
we need to catch the misfits in power 1mil behind	4
Subtract union assets and congressional rewards. He won\'t achieve anything	4
Yes, I know. Under our previous president, it was not like this, though.	4
Giờ nên chờ quốc hội chiếm lại hay huỷ hiệp ước hamster	4
yeah but thats hard wen its all around you.this happens all day all night.kids arent safe at school even	4
berarti kita menyerahkan tanah atas untuk mereka?	4
But honestly, if India joins Russia, I believe Sunak will follow	4
no we need everyone  inside  the green line.	4
I will be a good president!	4
I don\'t really want to talk to people who insult my own country, they can\'t even walk upright	4
But GST loss more	4
Cho quân bên nhà an toàn kia sang đây tí đi Mây	4
kita berharap Super dan Amelia bertindak soal ini	4
因为XiT投靠了SAN	4
Ngày hnay k thêm đc quân nào hy sinh 20k	4
Dạo này đói qá phải giở thói côn đồ cướp bóc	4
BAU BAU,我讨厌越南的，中国是中国 的，越南是越南的。	4
Bảo toàn lãnh thổ sau mở cầu 2 ăn mảnh kia 1 mình thì ngon	4
Why do you think the United States is more free than China?	4
i know your icu has a bunch in it now	4
meskipun habis untuk pemberontak 12k	4
sounds like democrats in action, always trying to control others. its bs someone else decides how my game is played	4
只會用拳頭的文明😗😗😗	4
Để hiếp chúng ta à	4
jika terus begitu mereka akan rugi kedepannya	4
American gas may be more democratic	4
Pois é eu falar isso ela é milionária talvez eu não	4
I realised that they are even worse than us. lol. for example, look at gender conflicts.	4
Conservatives has lost my trust from when boris was PM during the pandemic	4
rumah man kita d kuasai lagi sama BSM,apa yang mesti kita lakukan,apa membiarkannya begitu saja..?	4
Dỡ bớt nhF bọn no1 nao cho nó xây	4
and other emergency services having to use food banks	4
Oiyah PSBB g bole rame2	4
veitnam even can\'t watch world cup on live broadcast	4
No believe in this... why? this is not a one of country to put sancions on Rússia?	4
Thay phiên nhau chiếm quốc hội	4
Se eu fosse líder da dmg expulsaria esse ganja	4
yeah, I need to make sure I am aware of the politics. Thanks for sharing that	4
jaane se pehle armistic on kar lo apna	4
Bác đức phát xít	4
They always send “volunteers” to violate the rules they made, is what their people told me	4
you can but middle and low class can\'t move around.	4
我们不需要SAN的喜欢	4
Yes, the Capitol is our ultimate goal	4
When will Congress end?	4
Nhưng nếu họ gây chiên trước chúng ta	4
dan mengakui sebagai mafia di dunia tanpa dalam berpatisipasi casino	4
look up jesus in. India kush vally. missing 12 years	4
seems like america is its own country politically	4
they are forcing kids to promote their pride flag	4
I see the game has gone woke! No more drugs, like as if they aren\'t already a problem coming over the southern border of the U.S.	4
us English are about the only country that like you. dony worry most of the world hates us too 😥😥😥😥😥	4
Hắn đang giở trò quấy rối để tạo lợi thế trước trận quốc hội	4
我讨厌越南,中华人民共和国万岁.	4
mungkin kita mengambil beberapa kasino d sanah,selebihnya tida,karna BSM semakin maju	4
That would officially declare wars with GNE	4
我爹是習大大。沒有你這個敗類	4
ternyata oh ternyata yuhudeat berulah lagi	4
Пусть идут, если посмеют	4
you look at the amount of energy produced by nuclear power, wind power etc, the war hasn\'t made that more expensive, yet the raise the price as though	4
Is this the world of free shooting by making laws and shielding prisoners?	4
It\'s STM\'s turn to take over Congress this week	4
Indonesia inii.. lgi demo aja kang cangcimen lewat selow aja	4
and yeah don\'t forget that an Indian taught u guys Karate and Kunfu 😑	4
wilayah di serang!!	4
我是国会主席	4
tôi nghĩ rằng. nghiên cứu lực chiến là sức mạnh của quân đội chúng ta	4
why can\'t I take part in the rally, there is a sign saying cancel the construction of the church	4
Các lãnh đạo cấp cao của chúng ta nên ra tay cứng rắn,lấy lại nhà an toàn nừy,đề phòng GNE giở trò âm thầm cử 1 đạo quân lấy cầu 3 và tấn công anh em	4
aman, tapi sebaiknya pasukan kamu jangan farming dulu, saat event kill dimulai	4
we need to cut VIE of first	4
Tạm nghỉ ngơi xây bao hết cái quốc hội đã	4
Why are your members coming to attack the Capitol?	4
Hear me out Vietnam is undefeated	4
russia is finding out why the USA doesnt have universal health care	4
chúng ta sẽ chiếm quốc hội chứ?	4
臺灣就是臺灣。我們有我們自己的自由，愛去哪就去哪	4
Congress opens for grabs in 2 days	4
thanks we will heat gst for sure on this	4
saya tidak percaya anda hahahaha	4
Chắc bác ăn người của nó nhiều quá	4
我可以在美國說拜登混蛋也不會有事	4
Don\'t give me that 18th century humanism bunk.	4
ada yang bulat tapi bukan tekad, ada yang tegak tapi bukan keadilan??	4
1juta tentara sudah lebih dari cukup 😷	4
